Time,Temperature,T Unc.,Humidity,H Unc.,Pressure,P Unc.
1635566162.376279,17.442734375,0.0177080269581,61.384605981,0.167918318526,0.997138705415,1.10199314321e-05
1635566168.8989341,17.47734375,0.0110257322868,62.1926651065,0.365658850225,0.997114949741,1.35853499664e-05
1635566175.0100114,17.489609375,0.00794266564196,62.7262980562,0.258729830516,0.997120642065,1.62974624088e-05
1635566181.0721617,17.474296875,0.0182445712441,61.4460452898,0.40606511292,0.997092412973,1.8932900889e-05
1635566187.3736453,17.4895703125,0.0133320489901,60.7344143646,0.125752957164,0.997089127153,1.62592953846e-05
1635566193.4162273,17.505859375,0.0196938543813,60.5429928498,0.106681699928,0.997092166591,1.65927053256e-05
1635566199.6298892,17.5455078125,0.0115799066612,60.4924755437,0.133578595678,0.997075912307,9.14798040845e-06
1635566205.69294,17.5505859375,0.0045420130793,60.6201623836,0.100779614944,0.997091945109,7.75323495285e-06
1635566211.9329407,17.5658203125,0.00849732839449,60.1425632245,0.300486302548,0.997118254288,1.24290058314e-05
1635566218.016241,17.5383984375,0.0202106823162,59.8208466712,0.0892783413461,0.997145135581,2.35989934489e-05
1635566224.2221348,17.5191015625,0.0161863989732,59.7994833033,0.154493043203,0.997212117518,2.12612826232e-05
1635566230.2635612,17.5109765625,0.0206649116673,59.7503010717,0.0658184351736,0.997271149812,1.56248322659e-05
1635566236.4774253,17.4549609375,0.0231016298718,59.5483612216,0.167211819861,0.99730968934,1.69518174701e-05
1635566243.0482426,17.448828125,0.0120170370594,59.7606628393,0.152534051834,0.997355255433,1.12336675468e-05
1635566249.1244228,17.432578125,0.00673689410541,59.8147460756,0.111284106599,0.997446264144,1.32448027305e-05
1635566255.216068,17.474296875,0.0201263252912,59.9690238822,0.216288737243,0.99748898699,1.90594331199e-05
1635566261.5184114,17.482421875,0.00696912660137,60.3052809793,0.145361982044,0.997564443453,1.46882691034e-05
1635566267.5957654,17.4946875,0.0188013619437,59.9254506747,0.123368036618,0.997602869738,2.16079618732e-05
1635566273.7375312,17.4916015625,0.0229223995552,59.556894676,0.0786069683771,0.997663446253,3.30427860861e-05
1635566279.8343635,17.5109765625,0.00984684971038,59.430910128,0.15562151951,0.997666956552,1.70031051747e-05
1635566286.0008867,17.48140625,0.00526315548545,60.0131183645,0.397567349215,0.997695462706,1.02390170565e-05
1635566292.0576391,17.4773828125,0.0178577584297,60.1232134198,0.18634098188,0.99769888945,1.84535771991e-05
1635566298.2865207,17.426484375,0.0177661815546,59.6890439746,0.156987054857,0.997736153418,1.61129560229e-05
1635566304.9217498,17.387890625,0.02338144338,60.1667913033,0.23745880126,0.997743000738,2.41455374645e-05
1635566311.0345304,17.398046875,0.0150641531769,60.596312641,0.0943830099555,0.997801318185,2.1363935672e-05
1635566317.0917525,17.3409765625,0.00673689410541,60.6550197139,0.108879468432,0.997875459714,1.91164213172e-05
1635566323.1831188,17.3003515625,0.00673689410541,60.7967313308,0.135421998974,0.997901687001,1.13409663131e-05
1635566329.2565546,17.2668359375,0.0059220605182,60.9606728372,0.281817932884,0.997896491262,7.60955557152e-06
1635566335.3292334,17.2678515625,0.0126851521842,61.623183259,0.11148088756,0.99789513597,2.82529617729e-05
1635566341.4520605,17.2841015625,0.00995105208006,61.8696786217,0.117561567039,0.997879963537,1.67461076128e-05
1635566347.8067255,17.3420703125,0.0208714413836,61.2456286825,0.245146823706,0.997927314802,1.73826250078e-05
1635566353.987468,17.403125,0.0132421298856,60.8807755277,0.137020102206,0.997989179839,1.39685048032e-05
1635566360.0966892,17.424453125,0.00930835688038,60.2843035352,0.245106190338,0.998039782075,2.32808887588e-05
1635566366.2015538,17.4275,0.0161863989732,60.3829145266,0.136526587722,0.99810523482,3.37707118229e-05
1635566372.4316332,17.461015625,0.0109386160145,60.744790647,0.146778742648,0.998148725722,1.13983134111e-05
1635566378.6075208,17.446796875,0.013851278286,60.9500111333,0.153244977355,0.998181335088,1.49895007697e-05
1635566384.7096322,17.48453125,0.0147852465527,60.7908545227,0.169718563256,0.998199649102,1.30989889457e-05
1635566390.8585436,17.4987109375,0.0205071056426,60.4523009986,0.227572198066,0.998248898162,1.17655522109e-05
1635566396.9972272,17.4947265625,0.00642337649722,60.7535745849,0.264576104732,0.99825798753,2.1341859344e-05
1635566403.239442,17.4976953125,0.0246760629164,61.1238237228,0.161020338191,0.998360259859,6.79728885667e-06
1635566409.4288092,17.474296875,0.021873814142,60.8173105703,0.102891522316,0.998396557767,2.37255961883e-05
1635566415.6326256,17.4712109375,0.0123140465399,61.0782903238,0.186973006571,0.998407392776,2.11578992953e-05
1635566421.7409697,17.4275,0.0201595806357,60.8295067976,0.285383450351,0.998406031485,1.21136932505e-05
1635566427.9833248,17.41734375,0.0137766077782,60.3954045331,0.0776518412597,0.998405472,1.48062262897e-05
1635566434.2070212,17.4478125,0.0174143411401,60.0846914945,0.198567475681,0.998412509126,1.37457062902e-05
1635566440.524177,17.41125,0.013851278286,60.4643316792,0.222432770746,0.998449675494,1.56755876315e-05
1635566446.7485998,17.3756640625,0.0242249236083,61.3571128453,0.264018733492,0.998468366359,1.69147962045e-05
1635566452.8392582,17.3216796875,0.0181680523172,61.0606601072,0.165576245698,0.998484627426,3.47344809111e-05
1635566458.9268515,17.23421875,0.0525995672752,60.6632833281,0.164108139404,0.998518843513,1.76713358787e-05
1635566465.1486835,17.228125,0.0123334856454,60.7496544666,0.31956673227,0.998543474917,1.72856588255e-05
1635566471.2622328,17.254609375,0.0186232696344,60.895146128,0.1319400122,0.998551068652,1.36846657535e-05
1635566477.343842,17.2841015625,0.0114003623503,60.675218527,0.13498948131,0.998545053299,1.89646092274e-05
1635566483.5224261,17.2993359375,0.0171757772522,60.4010590523,0.164615514532,0.99855270389,1.7862622326e-05
1635566489.7192926,17.2820703125,0.00380012078344,60.8534229386,0.212162072054,0.998558562409,2.72396819747e-05
1635566495.9063966,17.2810546875,0.0132421298856,60.8178207808,0.14485334498,0.998539152427,8.34519114282e-06
1635566501.9930317,17.2861328125,0.0115799066612,60.7655748258,0.222362296638,0.99854289313,1.69922015038e-05
1635566508.1209185,17.2820703125,0.010357383387,60.9187671229,0.052275811769,0.99853786604,1.27380218943e-05
1635566514.2408972,17.2648046875,0.011309521362,60.8388928107,0.1756695587,0.998543181615,1.81014559587e-05
1635566520.5143957,17.3023828125,0.0108439075997,61.0202559487,0.139196735516,0.998538767109,9.89926492899e-06
1635566526.7344828,17.3206640625,0.0165019530094,60.8947826729,0.0403625385741,0.998546028719,4.13528866792e-06
1635566533.057208,17.2942578125,0.00885401347907,61.4287513707,0.315877283726,0.998559388402,1.52951373828e-05
1635566539.2407458,17.3105078125,0.018837037569,61.9853111372,0.0385600163908,0.998553095839,1.3851321717e-05
1635566545.5348666,17.404140625,0.0379196892396,61.1782861222,0.392687224955,0.998597528451,1.81633516977e-05
1635566551.762332,17.5302734375,0.0215446597393,60.0441886717,0.226419968003,0.998598945737,2.53194000633e-05
1635566557.971133,17.6014453125,0.0334541521765,59.632792714,0.244660303637,0.998603100795,1.87841959411e-05
1635566564.2982547,17.719453125,0.0307926989336,59.42832113,0.248389619742,0.998603541221,2.86941001731e-05
1635566570.4442644,17.759140625,0.0227712598123,59.0341191711,0.20129905944,0.998575755329,1.4794202541e-05
1635566576.5208523,17.7754296875,0.0059220605182,59.4055383535,0.264572221168,0.998553583854,9.92969496855e-06
1635566582.9484878,17.7825390625,0.0293654405988,59.7483083376,0.293036996631,0.998559806034,1.64721887616e-05
1635566589.073625,17.7937109375,0.0278881082548,59.0006879488,0.054848089455,0.998446027573,4.00282690496e-05
1635566595.3179605,17.825234375,0.0249255483186,59.1473795677,0.119102716876,0.998418268633,3.4397577747e-05
1635566601.4388826,17.858828125,0.0326244144314,59.2913875834,0.220558641838,0.998374551458,1.58740139987e-05
1635566607.5244436,17.941171875,0.0239049734136,58.5604595422,0.111295212058,0.998351358543,2.02914005102e-05
1635566613.7221885,18.0408984375,0.0271762728255,58.4150668453,0.204142194657,0.998345942902,1.6079687274e-05
